iter	Logloss
454	0.4730247642
455	0.4729062206
456	0.4725613864
457	0.4724900588
458	0.4723680604
459	0.4722706057
460	0.472105854
461	0.4717863551
462	0.4715427903
463	0.4714079083
464	0.4710260787
465	0.470770422
466	0.4704013321
467	0.4701281134
468	0.4699144183
469	0.4696602731
470	0.4692133778
471	0.4690698588
472	0.4688491461
473	0.4686869135
474	0.4685147843
475	0.4684305731
476	0.4681443988
477	0.4679135736
478	0.4674860756
479	0.4672980399
480	0.467227432
481	0.4668446667
482	0.4665269672
483	0.466419148
484	0.4660767249
485	0.4659342856
486	0.4656786649
487	0.4653556392
488	0.4652093132
489	0.4650345568
490	0.4647576674
491	0.4645886691
492	0.4644472734
493	0.4642567904
494	0.4639402426
495	0.4637102091
496	0.4636182605
497	0.4634505218
498	0.4631575818
499	0.462972533
500	0.4627808625
501	0.4626723955
502	0.4624109088
503	0.4623036654
504	0.462196746
505	0.4620897545
506	0.4619663886
507	0.4617629141
508	0.4616270245
509	0.4612719698
510	0.46112478
511	0.4610903038
512	0.460969709
513	0.4608364465
514	0.4607279796
515	0.4604599791
516	0.4602716554
517	0.4601034488
518	0.459953596
519	0.4597408367
520	0.4595886806
521	0.4594109013
522	0.4592757315
523	0.4590367731
524	0.4588833575
525	0.4587137834
526	0.4585654781
527	0.4583654584
528	0.4582556239
529	0.4579921219
530	0.4579210821
531	0.4576911207
532	0.4575363375
533	0.4573496693
534	0.4571477062
535	0.4569921673
536	0.4567732901
537	0.4564382445
538	0.45621728
539	0.4560801668
540	0.4559145873
541	0.4557138119
542	0.4556056329
543	0.4552656929
544	0.4551860521
545	0.4551195109
546	0.4550153624
547	0.4549359735
548	0.454726669
549	0.4546525703
550	0.4545943422
551	0.4545406486
552	0.4544412505
553	0.4543574351
554	0.4542445057
555	0.4539461316
556	0.4537617665
557	0.4536904389
558	0.4535682966
559	0.4534041207
560	0.4531907855
561	0.4531438576
562	0.4529400951
563	0.4526059852
564	0.4524303292
565	0.452302249
566	0.4521816542
567	0.4520587201
568	0.4516464809
569	0.4515419366
570	0.451344688
571	0.4511843627
572	0.451075212
573	0.4509379549
574	0.4508590338
575	0.4507459245
576	0.4505328052
577	0.4502405491
578	0.4501239129
579	0.4498094883
580	0.4497097303
581	0.449608245
582	0.4493244099
583	0.4490858474
584	0.4488524671
585	0.4487580713
586	0.4485978181
587	0.4484535793
588	0.4481945398
589	0.4481386868
590	0.4479259275
591	0.44786007
592	0.4477802493
593	0.447546833
594	0.4471960967
595	0.447051786
596	0.447002051
597	0.4467731332
598	0.4465508731
599	0.4463179246
600	0.446050428
601	0.4459025905
602	0.4458093103
603	0.4456780272
604	0.4455241797
605	0.4453893338
606	0.4450066045
607	0.4449379039
608	0.4449133243
609	0.4446965344
610	0.4444684442
611	0.4443416595
612	0.4440286384
613	0.4438117045
614	0.4437525047
615	0.4436109651
616	0.4434979277
617	0.4432828651
618	0.4431964586
619	0.4430705376
620	0.4425841997
621	0.4424543201
622	0.4423069504
623	0.4422351189
624	0.442150044
625	0.4421211099
626	0.4419976001
627	0.4418137748
628	0.4417301394
629	0.4416371831
630	0.4412956238
631	0.441125258
632	0.4408891066
633	0.4405637777
634	0.4403118997
635	0.4401859787
636	0.4400392928
637	0.4397819807
638	0.4395107773
639	0.4393502001
640	0.4390815159
641	0.4390199049
642	0.4389212626
643	0.4387448149
644	0.4385063603
645	0.4382862595
646	0.4378858242
647	0.4377333443
648	0.4375462802
649	0.4372519007
650	0.436782657
651	0.4367039878
652	0.4365485209
653	0.4361508927
654	0.4360859709
655	0.4359856731
656	0.4356232409
657	0.4354632036
658	0.4352432827
659	0.4350419674
660	0.4347290543
661	0.4344763846
662	0.4341225534
663	0.4340296331
664	0.4339208423
665	0.4337963608
666	0.4335142172
667	0.4334206131
668	0.4332389112
669	0.4330650905
670	0.4326796622
671	0.4324126334
672	0.432308269
673	0.4321913089
674	0.4319220129
675	0.4319120803
676	0.431587867
677	0.4315135164
678	0.43145025
679	0.4312134509
680	0.4309102184
681	0.430826475
682	0.4303880008
683	0.4302908699
684	0.4301536128
685	0.4300708411
686	0.4299271781
687	0.4297744463
688	0.4296897312
689	0.4296032888
690	0.4295641341
691	0.4293468043
692	0.4292521927
693	0.4291643107
694	0.429031444
695	0.4287994673
696	0.4283059318
697	0.4281896195
698	0.4280815844
699	0.4277044332
700	0.4275901363
701	0.4273580155
702	0.4273020187
703	0.4271987339
704	0.4270026009
705	0.4267403944
706	0.4265753188
707	0.4263535985
708	0.4261713928
709	0.4260845904
710	0.4259721288
711	0.4257204668
712	0.4256073574
713	0.4255165244
714	0.4253822543
715	0.4252762705
716	0.4251881006
717	0.4250636191
718	0.425005283
719	0.4248049034
720	0.4246384963
721	0.4245804121
722	0.4242948856
723	0.4238734335
724	0.4236857576
725	0.4235947087
726	0.4233456738
727	0.4229635563
728	0.4228081613
729	0.4227459026
730	0.4224597283
731	0.4222976757
732	0.4222282913
733	0.422033238
734	0.4219611186
735	0.421883781
736	0.4217898171
737	0.4216888716
738	0.4214722975
739	0.4213130519
740	0.4211745352
741	0.4211060506
742	0.4209890186
743	0.4208146221
744	0.4205962847
745	0.4204905888
746	0.4203999357
747	0.4201183319
748	0.4199577188
749	0.4198728597
750	0.4197501416
751	0.4196643469
752	0.4195715346
753	0.4194949168
754	0.4191248192
755	0.4188921227
756	0.4187664896
757	0.4186710142
758	0.4185506353
759	0.4182467191
760	0.4181346174
761	0.4179504682
762	0.4178995816
763	0.4174762222
764	0.4173203234
765	0.4172328013
766	0.4171074921
767	0.416935147
768	0.4168483086
769	0.4166809658
770	0.416203049
771	0.4161410422
772	0.4159135998
773	0.4154234112
774	0.4151996397
775	0.4147406164
776	0.4146543539
777	0.4144095655
778	0.4142765549
779	0.4141927395
780	0.4140353653
781	0.4139679243
782	0.4137878418
783	0.4136795908
784	0.4135848711
785	0.4134570788
786	0.4133318055
787	0.4130152936
788	0.4125844847
789	0.412495955
790	0.4123679107
791	0.4122218726
792	0.4119376416
793	0.4118212574
794	0.411711171
795	0.4115650969
796	0.4114585013
797	0.4113221079
798	0.4112436546
799	0.4108028772
800	0.410548624
801	0.4104916195
802	0.4103248164
803	0.4101190747
804	0.4099910664
805	0.4099275121
806	0.4098372549
807	0.4097341501
808	0.4096868983
809	0.4093737332
810	0.4093049967
811	0.409058229
812	0.4089237069
813	0.4088054873
814	0.4087407814
815	0.4086644155
816	0.4086104339
817	0.4083383668
818	0.4082331388
819	0.4079260556
820	0.4077946645
821	0.4077131163
822	0.4072907646
823	0.4070949554
824	0.4069284763
825	0.4067230944
826	0.4064716483
827	0.4062871393
828	0.4060747758
829	0.4059786887
830	0.4058538113
831	0.4058130372
832	0.4056687265
833	0.4056224103
834	0.4053280309
835	0.4052614896
836	0.4051649346
837	0.405119626
838	0.4049794899
839	0.40468054
840	0.4046209083
841	0.4045092025
842	0.4044039024
843	0.4042232082
844	0.4041590781
845	0.4040331571
846	0.4037256781
847	0.4036540985
848	0.4033976501
849	0.4031882736
850	0.4031515661
851	0.403052276
852	0.4029145151
853	0.4028087112
854	0.4027369517
855	0.4026392811
856	0.4025430499
857	0.4024534405
858	0.4023975156
859	0.4023368763
860	0.4022334477
861	0.4018160982
862	0.4017064436
863	0.4015436712
864	0.4015076835
865	0.4013061164
866	0.4010445217
867	0.4008673902
868	0.4005854984
869	0.4002407002
870	0.4000478421
871	0.3999496316
872	0.3998738415
873	0.399649674
874	0.3995324621
875	0.3991652795
876	0.399105216
877	0.3989530959
878	0.3988969911
879	0.3988174223
880	0.3983355828
881	0.3982841924
882	0.3980982079
883	0.3979793405
884	0.3978655113
885	0.3973243641
886	0.3972500855
887	0.3970744295
888	0.3968610224
889	0.3968023624
890	0.3967126091
891	0.396601623
892	0.3964183016
893	0.396217886
894	0.3961717138
895	0.3960557254
896	0.3958877707
897	0.3958270955
898	0.395679114
899	0.3955642772
900	0.3953047339
901	0.3952579138
902	0.3951655334
903	0.3950795588
904	0.3948750766
905	0.394692403
906	0.3946127622
907	0.3945095854
908	0.3944068045
909	0.3943450136
910	0.3940506701
911	0.3939343938
912	0.3938410777
913	0.3937067716
914	0.3936243597
915	0.3935534639
916	0.393503513
917	0.3934202374
918	0.3931167171
919	0.3930475847
920	0.3927779288
921	0.3926110897
922	0.3925549489
923	0.3924754161
924	0.3921372396
925	0.3920303561
926	0.3918711464
927	0.3916036858
928	0.3915652869
929	0.3912421173
930	0.391184321
931	0.3910222323
932	0.3909814223
933	0.3909197753
934	0.3908465763
935	0.3907381094
936	0.3905060246
937	0.3904353448
938	0.3903920875
939	0.3901949829
940	0.3901146943
941	0.3898496088
942	0.3896963012
943	0.3895827239
944	0.3895378833
945	0.389471342
946	0.3894057724
947	0.3893692448
948	0.3892593384
949	0.3892010743
950	0.3889869114
951	0.3889196864
952	0.3888679001
953	0.3887900586
954	0.3885507404
955	0.3884675728
956	0.3883082552
957	0.3881998242
958	0.3880972232
959	0.3878006485
960	0.3877391455
961	0.3875877092
962	0.3874321704
963	0.3872045841
964	0.3870487933
965	0.3869934802
966	0.3869420537
967	0.3868618731
968	0.3867224207
969	0.3866490418
970	0.3865865312
971	0.3862540047
972	0.3861567659
973	0.3860900447
974	0.3859978802
975	0.385895891
976	0.3857262449
977	0.3853911274
978	0.3852870869
979	0.3852614637
980	0.3852177026
981	0.385175525
982	0.3850047993
983	0.384926742
984	0.3848472811
985	0.384783115
986	0.3845822316
987	0.3845215204
988	0.3843328728
989	0.3843033989
990	0.3842213469
991	0.3841433255
992	0.3839839719
993	0.3839283349
994	0.3838781681
995	0.3837971237
996	0.383737816
997	0.3833417713
998	0.3833176955
999	0.3832702637
